,TITLE,ASSIGNMENT,RACE/ETHNICITY,AGE,YEARS_IN_SERVICE,DEGREE,CITY_RESIDENT?,AGENCY,FIRST_NAME,LAST_NAME,EMAIL,GENDER,IP_ADDRESS
248,POLICE OFFICER,SIS - SEX OFFENSE UNIT,OTHER HISPANIC,34.0,9.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Zonnya,Voyce,zvoycedp@ihg.com,FEMALE,29.41.9.153
249,POLICE OFFICER,SIS - SEX OFFENSE UNIT,WHITE,41.0,12.0,A.A. COMPLETED & RECEIVED,NO,BPD,Terrijo,Guidoni,tguidonidq@google.nl,FEMALE,2.113.179.168
250,POLICE SERGEANT,SIS - SEX OFFENSE UNIT,AFRICAN AMERICAN,44.0,13.0,4 YEARS COLLEGE,NO,BPD,Rubie,Mew,rmewds@w3.org,FEMALE,186.105.104.183
251,POLICE OFFICER,SOS - AVIATION UNIT,WHITE,41.0,10.0,A.A. COMPLETED & RECEIVED,NO,BPD,Dru,Basire,dbasiredv@xinhuanet.com,FEMALE,26.69.10.41
252,POLICE OFFICER,SOS - INNER HARBOR/MARINE,AFRICAN AMERICAN,45.0,16.0,1 YEAR COLLEGE OR LESS,NO,BPD,Rachael,Egger,reggerdw@ibm.com,FEMALE,97.180.173.60
253,POLICE OFFICER,SOS - INNER HARBOR/MARINE,AFRICAN AMERICAN,27.0,6.0,3 YEARS COLLEGE,NO,BPD,Iolanthe,Chalfant,ichalfantdy@archive.org,FEMALE,226.85.6.64
254,POLICE SERGEANT,SOS - INNER HARBOR/MARINE,AFRICAN AMERICAN,44.0,15.0,4 YEARS COLLEGE,NO,BPD,Claire,Rafter,crafterdz@google.ca,FEMALE,123.57.167.78
255,POLICE OFFICER,SOS - MOUNTED,WHITE,33.0,8.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Anjanette,Kyttor,akyttore0@ning.com,FEMALE,208.99.155.79
256,POLICE OFFICER,SOS - MOUNTED,WHITE,53.0,20.0,HGH SCHOOL GRADUATE,NO,BPD,Adrea,Mallinson,amallinsone2@microsoft.com,FEMALE,15.248.249.24
257,POLICE OFFICER,SOS - TRAFFIC INVESTIGATION,WHITE,42.0,20.0,HGH SCHOOL GRADUATE,NO,BPD,Aretha,Maw,amawe4@sciencedaily.com,FEMALE,17.123.6.36
258,POLICE OFFICER,SOS - TRAFFIC INVESTIGATION,WHITE,40.0,19.0,A.A. COMPLETED & RECEIVED,YES,BPD,Melva,Dilgarno,mdilgarnoe5@google.ca,FEMALE,129.208.192.80
259,POLICE OFFICER,SOS - TRAFFIC INVESTIGATION,WHITE,39.0,18.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Lyssa,Ladd,lladde6@smugmug.com,FEMALE,7.126.46.241
260,POLICE OFFICER,SOS K-9,WHITE,29.0,5.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Lillis,Codeman,lcodemane7@hugedomains.com,FEMALE,153.81.201.76
261,POLICE OFFICER,SOUTHEASTERN DISTRICT,WHITE,43.0,23.0,HGH SCHOOL GRADUATE,NO,BPD,Liane,Myhill,lmyhille9@ucoz.ru,FEMALE,169.127.250.201
262,POLICE OFFICER,SOUTHEASTERN DISTRICT,WHITE,45.0,6.0,HGH SCHOOL GRADUATE,YES,BPD,Norean,Collough,ncolloughec@privacy.gov.au,FEMALE,98.70.55.105
263,POLICE OFFICER,SOUTHEASTERN DISTRICT,AFRICAN AMERICAN,33.0,13.0,HGH SCHOOL GRADUATE,NO,BPD,Sile,Rusling,sruslingee@sun.com,FEMALE,39.126.93.250
264,POLICE OFFICER,SOUTHEASTERN DISTRICT,AFRICAN AMERICAN,22.0,4.0,HGH SCHOOL GRADUATE,NO,BPD,Berry,Limpkin,blimpkineg@cbsnews.com,FEMALE,215.145.67.185
265,POLICE OFFICER,SOUTHEASTERN DISTRICT,AFRICAN AMERICAN,29.0,8.0,1 YEAR COLLEGE OR LESS,NO,BPD,Isabeau,Sibbit,isibbitei@geocities.com,FEMALE,115.209.216.128
266,POLICE OFFICER,SOUTHEASTERN DISTRICT,OTHER HISPANIC,28.0,9.0,HGH SCHOOL GRADUATE,YES,BPD,Charla,Keelinge,ckeelingeel@oracle.com,FEMALE,169.16.123.115
267,POLICE OFFICER,SOUTHEASTERN DISTRICT,WHITE,36.0,8.0,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD,Chandra,Shark,csharkem@ezinearticles.com,FEMALE,200.82.169.31
268,POLICE OFFICER,SOUTHEASTERN DISTRICT,AFRICAN AMERICAN,37.0,11.0,HGH SCHOOL GRADUATE,NO,BPD,Alena,Danihel,adanihelen@constantcontact.com,FEMALE,44.253.17.25
269,POLICE OFFICER,SOUTHEASTERN DISTRICT,AFRICAN AMERICAN,46.0,18.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Lauren,Thrower,lthrowerep@google.com.au,FEMALE,194.211.168.167
270,POLICE OFFICER,SOUTHEASTERN DISTRICT,AFRICAN AMERICAN,28.0,7.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Jacinta,Dunsmore,jdunsmoreet@yandex.ru,FEMALE,236.251.155.245
271,POLICE OFFICER,SOUTHEASTERN DISTRICT,AFRICAN AMERICAN,40.0,16.0,HGH SCHOOL GRADUATE,NO,BPD,Dannye,Scowcroft,dscowcroftev@amazon.com,FEMALE,128.47.56.214
272,POLICE OFFICER,SOUTHEASTERN DISTRICT,AFRICAN AMERICAN,48.0,15.0,HGH SCHOOL GRADUATE,NO,BPD,Willy,Teather,wteatherf0@vk.com,FEMALE,134.111.123.182
273,POLICE OFFICER,SOUTHEASTERN DISTRICT,AFRICAN AMERICAN,57.0,20.0,4 YEARS COLLEGE,NO,BPD,Madelon,De Giorgio,mdegiorgiof2@admin.ch,FEMALE,220.66.214.229
274,POLICE SERGEANT,SOUTHEASTERN DISTRICT,AFRICAN AMERICAN,26.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Benedicta,Pimblotte,bpimblottef4@sakura.ne.jp,FEMALE,174.175.107.197
275,POLICE OFFICER,SOUTHERN DISTRICT,WHITE,50.0,20.0,1 YEAR COLLEGE OR LESS,YES,BPD,Bren,Billyeald,bbillyealdf5@google.es,FEMALE,30.29.63.42
276,POLICE OFFICER,SOUTHERN DISTRICT,AFRICAN AMERICAN,42.0,18.0,HGH SCHOOL GRADUATE,NO,BPD,Opalina,Bianco,obiancof6@diigo.com,FEMALE,89.121.31.55
277,POLICE OFFICER,SOUTHERN DISTRICT,AFRICAN AMERICAN,33.0,6.0,HGH SCHOOL GRADUATE,NO,BPD,Binnie,Brim,bbrimf7@furl.net,FEMALE,83.47.167.79
278,POLICE OFFICER,SOUTHERN DISTRICT,AFRICAN AMERICAN,39.0,20.0,1 YEAR COLLEGE OR LESS,NO,BPD,Lark,Moors,lmoorsf8@buzzfeed.com,FEMALE,12.182.149.120
279,POLICE OFFICER,SOUTHERN DISTRICT,AFRICAN AMERICAN,26.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Birdie,Poundsford,bpoundsfordf9@sfgate.com,FEMALE,18.27.122.139
280,POLICE OFFICER,SOUTHERN DISTRICT,WHITE,47.0,6.0,HGH SCHOOL GRADUATE,YES,BPD,Emili,Chatfield,echatfieldfa@rediff.com,FEMALE,48.33.150.135
281,POLICE OFFICER,SOUTHERN DISTRICT,AFRICAN AMERICAN,50.0,8.0,4 YEARS COLLEGE,NO,BPD,Lizzy,Giorgio,lgiorgioff@mozilla.com,FEMALE,241.135.14.55
282,POLICE OFFICER,SOUTHERN DISTRICT,AFRICAN AMERICAN,42.0,6.0,4 YEARS COLLEGE,NO,BPD,Marja,Chandlar,mchandlarfg@typepad.com,FEMALE,39.178.151.103
283,POLICE OFFICER,SOUTHERN DISTRICT,OTHER HISPANIC,29.0,3.0,A.A. COMPLETED & RECEIVED,NO,BPD,Gracia,Scriviner,gscrivinerfi@free.fr,FEMALE,176.64.183.48
284,POLICE OFFICER,SOUTHERN DISTRICT,AFRICAN AMERICAN,49.0,11.0,HGH SCHOOL GRADUATE,YES,BPD,Filide,Spears,fspearsfp@nbcnews.com,FEMALE,199.8.101.10
285,POLICE OFFICER,SOUTHERN DISTRICT,AFRICAN AMERICAN,31.0,9.0,1 YEAR COLLEGE OR LESS,NO,BPD,Ruthe,Gabits,rgabitsfq@msu.edu,FEMALE,80.161.13.180
286,POLICE OFFICER,SOUTHERN DISTRICT,AFRICAN AMERICAN,34.0,12.0,HGH SCHOOL GRADUATE,YES,BPD,Leilah,Del Checolo,ldelchecolofs@statcounter.com,FEMALE,236.137.48.203
287,POLICE OFFICER,SOUTHERN DISTRICT,AFRICAN AMERICAN,27.0,6.0,HGH SCHOOL GRADUATE,NO,BPD,Demetra,Spanswick,dspanswickft@reuters.com,FEMALE,239.119.150.63
288,POLICE OFFICER,SOUTHERN DISTRICT,AFRICAN AMERICAN,39.0,12.0,A.A. COMPLETED & RECEIVED,NO,BPD,Janeczka,Rathborne,jrathbornefx@bbc.co.uk,FEMALE,140.8.136.100
289,POLICE SERGEANT,SOUTHERN DISTRICT,AFRICAN AMERICAN,42.0,22.0,HGH SCHOOL GRADUATE,NO,BPD,Germaine,Allan,gallanfz@livejournal.com,FEMALE,157.248.147.33
290,POLICE SERGEANT,SOUTHERN DISTRICT,AFRICAN AMERICAN,43.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Suzie,Griggs,sgriggsg2@dropbox.com,FEMALE,137.100.190.42
291,POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,36.0,15.0,HGH SCHOOL GRADUATE,NO,BPD,Natty,Dufaur,ndufaurg3@nih.gov,FEMALE,238.186.10.116
292,POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,27.0,7.0,HGH SCHOOL GRADUATE,YES,BPD,Angelia,Nigh,anighg5@seattletimes.com,FEMALE,103.208.190.42
293,POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,28.0,9.0,HGH SCHOOL GRADUATE,NO,BPD,Jeana,Dakhov,jdakhovg7@slideshare.net,FEMALE,117.220.65.79
294,POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,28.0,8.0,HGH SCHOOL GRADUATE,NO,BPD,Corena,Passmore,cpassmorega@joomla.org,FEMALE,167.58.10.208
295,POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,27.0,6.0,HGH SCHOOL GRADUATE,NO,BPD,Ursulina,Dogg,udogggb@vkontakte.ru,FEMALE,40.213.30.67
296,POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,31.0,10.0,1 YEAR COLLEGE OR LESS,YES,BPD,Shalne,Bolingbroke,sbolingbrokege@ycombinator.com,FEMALE,94.19.202.186
297,POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,34.0,10.0,1 YEAR COLLEGE OR LESS,NO,BPD,Stepha,Hafner,shafnergf@tripadvisor.com,FEMALE,68.101.221.27
298,POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,37.0,5.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Shel,Simka,ssimkagg@bandcamp.com,FEMALE,154.110.148.144
299,POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,35.0,11.0,HGH SCHOOL GRADUATE,NO,BPD,Glenna,Sooper,gsoopergh@netlog.com,FEMALE,147.212.242.3
300,POLICE OFFICER (EID),SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,34.0,6.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Jillane,Daton,jdatongl@surveymonkey.com,FEMALE,151.93.79.137
301,POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,55.0,15.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Stefania,Reckus,sreckusgm@phoca.cz,FEMALE,235.138.253.170
302,POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,44.0,19.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Maxine,Francescuzzi,mfrancescuzzigo@toplist.cz,FEMALE,156.97.176.12
303,POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,44.0,18.0,A.A. COMPLETED & RECEIVED,YES,BPD,Gilbertine,McGilmartin,gmcgilmartingp@utexas.edu,FEMALE,44.20.3.15
304,POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,52.0,16.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Page,Clute,pclutegq@un.org,FEMALE,131.133.18.173
305,POLICE SERGEANT,SPECIAL OPERATIONS SECTION,WHITE,36.0,8.0,MASTERS COMPLETED & RECEIVED,NO,BPD,Fionnula,Sauniere,fsaunieregs@webs.com,FEMALE,146.85.116.69
306,POLICE MAJOR/DIRECTOR,WESTERN DISTRICT,AFRICAN AMERICAN,42.0,20.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Glennis,Andriveau,gandriveaugu@usgs.gov,FEMALE,29.101.125.249
307,POLICE OFFICER,WESTERN DISTRICT,AFRICAN AMERICAN,35.0,8.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Cammie,Igoe,cigoegv@fda.gov,FEMALE,218.139.99.226
308,POLICE OFFICER,WESTERN DISTRICT,AFRICAN AMERICAN,40.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Adiana,Jennins,ajenninsgx@spotify.com,FEMALE,231.31.198.175
309,POLICE OFFICER,WESTERN DISTRICT,AFRICAN AMERICAN,30.0,8.0,A.A. COMPLETED & RECEIVED,NO,BPD,Renate,Simeoli,rsimeoligy@nps.gov,FEMALE,184.204.209.239
310,POLICE OFFICER,WESTERN DISTRICT,AFRICAN AMERICAN,29.0,6.0,HGH SCHOOL GRADUATE,YES,BPD,Lorita,Newcomb,lnewcombh0@un.org,FEMALE,123.105.156.152
311,POLICE OFFICER,WESTERN DISTRICT,AFRICAN AMERICAN,42.0,7.0,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD,Jane,Whimp,jwhimph1@cbsnews.com,FEMALE,18.120.81.1
312,POLICE OFFICER,WESTERN DISTRICT,AFRICAN AMERICAN,46.0,18.0,HGH SCHOOL GRADUATE,YES,BPD,Daria,Cuchey,dcucheyh2@opensource.org,FEMALE,67.116.228.201
313,POLICE OFFICER,WESTERN DISTRICT,AFRICAN AMERICAN,23.0,3.0,HGH SCHOOL GRADUATE,YES,BPD,Georgeanna,Lightwing,glightwingha@gov.uk,FEMALE,59.70.253.234
314,POLICE OFFICER,WESTERN DISTRICT,AFRICAN AMERICAN,36.0,15.0,HGH SCHOOL GRADUATE,NO,BPD,Verile,Starr,vstarrhb@wikipedia.org,FEMALE,12.124.219.244
315,POLICE SERGEANT,WESTERN DISTRICT,AFRICAN AMERICAN,45.0,26.0,MASTERS COMPLETED & RECEIVED,NO,BPD,Benedikta,Dreng,bdrenghc@europa.eu,FEMALE,189.173.213.57
316,POLICE SERGEANT,WESTERN DISTRICT,AFRICAN AMERICAN,37.0,17.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Wally,Wyllt,wwyllthd@ihg.com,FEMALE,190.198.220.64
317,POLICE SERGEANT,WESTERN DISTRICT,AFRICAN AMERICAN,46.0,12.0,3 YEARS COLLEGE,NO,BPD,Giacinta,Edmondson,gedmondsonhe@go.com,FEMALE,135.70.145.95
318,POLICE SERGEANT,WESTERN DISTRICT,WHITE,37.0,15.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Vale,Bucktrout,vbucktrouthi@rakuten.co.jp,FEMALE,119.83.219.207
0,CAPTAIN,ADULT/JUVENILE BOOKING,WHITE,45.0,17.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Asa,McGraw,amcgraw0@chicagotribune.com,MALE,27.213.195.240
1,POLICE LIEUTENANT,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,46.0,28.0,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD,Eugenius,Dybbe,edybbe2@tumblr.com,MALE,136.189.191.44
2,POLICE OFFICER,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,33.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Constantino,Ren,cren3@prnewswire.com,MALE,246.209.243.50
3,POLICE OFFICER,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,46.0,21.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Hurlee,Stallard,hstallard7@phoca.cz,MALE,41.228.47.118
4,POLICE OFFICER,ADULT/JUVENILE BOOKING,OTHER HISPANIC,38.0,5.0,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD,Kelley,Gresswell,kgresswell8@nps.gov,MALE,77.170.68.106
5,POLICE OFFICER,ADULT/JUVENILE BOOKING,WHITE,31.0,8.0,A.A. COMPLETED & RECEIVED,NO,BPD,Nero,Furlow,nfurlow9@msn.com,MALE,127.203.67.219
6,POLICE OFFICER,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,39.0,15.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Von,Scotchford,vscotchfordc@ca.gov,MALE,199.66.157.153
7,POLICE OFFICER,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,42.0,17.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Sterling,Gerretsen,sgerretsenf@prnewswire.com,MALE,149.151.99.202
8,POLICE OFFICER,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,49.0,29.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Jerry,Wickey,jwickeyg@globo.com,MALE,255.111.174.114
9,POLICE OFFICER,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,46.0,22.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Lindon,Traylen,ltrayleni@cbc.ca,MALE,207.50.90.129
10,POLICE OFFICER,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,43.0,17.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Shaine,Bussell,sbussellk@parallels.com,MALE,5.209.133.253
11,POLICE OFFICER,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,46.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Caesar,Blankhorn,cblankhornm@last.fm,MALE,26.87.154.8
12,POLICE OFFICER,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,43.0,17.0,HGH SCHOOL GRADUATE,NO,BPD,Gustavo,Narbett,gnarbetto@fastcompany.com,MALE,62.145.143.99
13,POLICE SERGEANT,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,42.0,24.0,1 YEAR COLLEGE OR LESS,NO,BPD,Arty,Simchenko,asimchenkop@ted.com,MALE,87.232.140.114
14,POLICE SERGEANT,ADULT/JUVENILE BOOKING,WHITE,44.0,16.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Stevy,Piatkowski,spiatkowskiq@utexas.edu,MALE,255.24.97.129
15,POLICE SERGEANT,ADULT/JUVENILE BOOKING,AFRICAN AMERICAN,64.0,32.0,3 YEARS COLLEGE,NO,BPD,Reinwald,Valentim,rvalentimr@tumblr.com,MALE,150.130.199.28
16,POLICE LIEUTENANT,ANALYTICAL INTELLIGENCE SEC,WHITE,42.0,17.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Chandler,Jouning,cjounings@hud.gov,MALE,142.140.216.217
17,POLICE LIEUTENANT,ANALYTICAL INTELLIGENCE SEC,WHITE,51.0,21.0,3 YEARS COLLEGE,YES,BPD,Fabian,Balm,fbalmt@bing.com,MALE,126.49.113.173
18,POLICE OFFICER,ANALYTICAL INTELLIGENCE SEC,AFRICAN AMERICAN,49.0,19.0,1 YEAR COLLEGE OR LESS,NO,BPD,Haskel,Peers,hpeersw@usgs.gov,MALE,34.126.9.254
19,POLICE OFFICER,ANALYTICAL INTELLIGENCE SEC,AFRICAN AMERICAN,34.0,6.0,1 YEAR COLLEGE OR LESS,NO,BPD,Loy,Spiers,lspiersz@hugedomains.com,MALE,129.72.236.133
20,POLICE OFFICER,ANALYTICAL INTELLIGENCE SEC,AFRICAN AMERICAN,56.0,11.0,HGH SCHOOL GRADUATE,NO,BPD,Lee,Vreede,lvreede10@tinypic.com,MALE,93.195.44.71
21,POLICE OFFICER,ANALYTICAL INTELLIGENCE SEC,AFRICAN AMERICAN,35.0,13.0,HGH SCHOOL GRADUATE,YES,BPD,Sergei,Duddy,sduddy14@ning.com,MALE,127.213.120.250
22,POLICE OFFICER,ANALYTICAL INTELLIGENCE SEC,WHITE,43.0,19.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Gerick,Yvens,gyvens15@arstechnica.com,MALE,203.196.117.142
23,POLICE OFFICER,ANALYTICAL INTELLIGENCE SEC,WHITE,45.0,12.0,1 YEAR COLLEGE OR LESS,NO,BPD,Lorant,Mees,lmees16@forbes.com,MALE,21.229.152.112
24,POLICE OFFICER,ANALYTICAL INTELLIGENCE SEC,WHITE,46.0,24.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Panchito,Caunce,pcaunce18@miibeian.gov.cn,MALE,247.101.63.115
25,POLICE OFFICER,ANALYTICAL INTELLIGENCE SEC,AFRICAN AMERICAN,57.0,38.0,1 YEAR COLLEGE OR LESS,NO,BPD,Giorgio,Harmant,gharmant1a@nbcnews.com,MALE,147.120.57.247
26,POLICE OFFICER,ANALYTICAL INTELLIGENCE SEC,WHITE,64.0,18.0,A.A. COMPLETED & RECEIVED,NO,BPD,Jordon,Meier,jmeier1d@over-blog.com,MALE,232.70.167.7
27,POLICE OFFICER,ANALYTICAL INTELLIGENCE SEC,AFRICAN AMERICAN,34.0,14.0,1 YEAR COLLEGE OR LESS,NO,BPD,Kip,Le Pine,klepine1f@epa.gov,MALE,17.174.182.208
28,POLICE OFFICER (EID),ANALYTICAL INTELLIGENCE SEC,AFRICAN AMERICAN,52.0,18.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Niel,Leppington,nleppington1j@livejournal.com,MALE,22.127.174.6
29,POLICE SERGEANT,ANALYTICAL INTELLIGENCE SEC,WHITE,55.0,27.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Muffin,Bridywater,mbridywater1l@wired.com,MALE,86.160.123.102
30,POLICE SERGEANT,ANALYTICAL INTELLIGENCE SEC,KOREAN,46.0,19.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Skipp,Bambrugh,sbambrugh1p@google.com.br,MALE,111.171.6.234
31,POLICE SERGEANT,ANALYTICAL INTELLIGENCE SEC,WHITE,43.0,21.0,3 YEARS COLLEGE,NO,BPD,Ric,Snarr,rsnarr1r@nbcnews.com,MALE,158.63.120.144
32,POLICE LIEUTENANT,CENTRAL DISTRICT,WHITE,51.0,21.0,1 YEAR COLLEGE OR LESS,NO,BPD,Constantin,Boniface,cboniface1v@lulu.com,MALE,183.234.172.57
33,POLICE LIEUTENANT,CENTRAL DISTRICT,AFRICAN AMERICAN,53.0,25.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Noll,Moseley,nmoseley1y@scribd.com,MALE,247.68.215.103
34,POLICE LIEUTENANT,CENTRAL DISTRICT,WHITE,44.0,17.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Alonzo,Harradine,aharradine1z@creativecommons.org,MALE,245.194.98.244
35,POLICE LIEUTENANT,CENTRAL DISTRICT,WHITE,43.0,19.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Everard,Murrthum,emurrthum21@fastcompany.com,MALE,171.230.153.226
36,POLICE LIEUTENANT,CENTRAL DISTRICT,AMER-INDIAN,42.0,23.0,HGH SCHOOL GRADUATE,NO,BPD,Ephrem,Bedberry,ebedberry25@163.com,MALE,219.135.31.65
37,POLICE MAJOR/DIRECTOR,CENTRAL DISTRICT,AFRICAN AMERICAN,44.0,25.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Wyn,Jacquemard,wjacquemard26@ustream.tv,MALE,221.74.121.115
38,POLICE OFFICER,CENTRAL DISTRICT,WHITE,35.0,12.0,1 YEAR COLLEGE OR LESS,NO,BPD,Shane,Stanlack,sstanlack29@utexas.edu,MALE,18.66.176.117
39,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,65.0,40.0,HGH SCHOOL GRADUATE,NO,BPD,Borden,Roy,broy2b@about.com,MALE,43.137.115.96
40,POLICE OFFICER,CENTRAL DISTRICT,WHITE,30.0,6.0,1 YEAR COLLEGE OR LESS,NO,BPD,Frants,Pundy,fpundy2c@oaic.gov.au,MALE,192.43.23.242
41,POLICE OFFICER,CENTRAL DISTRICT,WHITE,30.0,6.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Karl,O'Beirne,kobeirne2e@salon.com,MALE,239.1.70.125
42,POLICE OFFICER,CENTRAL DISTRICT,WHITE,36.0,6.0,HGH SCHOOL GRADUATE,NO,BPD,Johnathon,Woodrough,jwoodrough2i@g.co,MALE,195.18.202.122
43,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,37.0,10.0,HGH SCHOOL GRADUATE,NO,BPD,Oliviero,Dedmam,odedmam2k@sun.com,MALE,165.75.169.121
44,POLICE OFFICER,CENTRAL DISTRICT,OTHER HISPANIC,33.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Rossy,MacGaughie,rmacgaughie2m@netvibes.com,MALE,193.31.40.19
45,POLICE OFFICER,CENTRAL DISTRICT,WHITE,39.0,13.0,HGH SCHOOL GRADUATE,NO,BPD,Teodoro,Menego,tmenego2n@addthis.com,MALE,80.254.7.230
46,POLICE OFFICER,CENTRAL DISTRICT,WHITE,42.0,15.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Arie,Henighan,ahenighan2o@squarespace.com,MALE,71.113.20.39
47,POLICE OFFICER,CENTRAL DISTRICT,OTHER HISPANIC,46.0,11.0,1 YEAR COLLEGE OR LESS,NO,BPD,Adler,Jacmar,ajacmar2p@prweb.com,MALE,188.143.88.178
48,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,50.0,8.0,HGH SCHOOL GRADUATE,YES,BPD,Eldredge,Brinicombe,ebrinicombe2q@berkeley.edu,MALE,128.35.173.117
49,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,29.0,8.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Sergio,Doel,sdoel2r@jimdo.com,MALE,198.181.192.61
50,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,57.0,8.0,1 YEAR COLLEGE OR LESS,YES,BPD,Sherman,Maciaszczyk,smaciaszczyk2z@virginia.edu,MALE,183.76.59.190
51,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,46.0,18.0,1 YEAR COLLEGE OR LESS,NO,BPD,Orlando,Pacquet,opacquet30@aboutads.info,MALE,127.207.97.90
52,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,29.0,10.0,HGH SCHOOL GRADUATE,NO,BPD,Tom,Ronisch,tronisch32@opera.com,MALE,36.126.253.47
53,POLICE OFFICER,CENTRAL DISTRICT,WHITE,40.0,6.0,HGH SCHOOL GRADUATE,NO,BPD,Daron,Ogg,dogg35@sitemeter.com,MALE,169.210.174.255
54,POLICE OFFICER,CENTRAL DISTRICT,WHITE,30.0,6.0,HGH SCHOOL GRADUATE,NO,BPD,Chrisy,Dumbarton,cdumbarton36@cbsnews.com,MALE,51.156.121.29
55,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,32.0,9.0,1 YEAR COLLEGE OR LESS,NO,BPD,Dewain,Extall,dextall38@hexun.com,MALE,42.1.124.100
